Day,Date,Open,High,Low,Close,Volume
Wed,9/27/17,68.82,68.99,68.55,68.73,7156323
Tue,9/26/17,68.67,68.77,68.6,68.65,4120204
Mon,9/25/17,68.73,68.74,68.17,68.65,7128901
Fri,9/22/17,68.52,68.72,68.45,68.65,3642105
Thu,9/21/17,68.23,68.54,68.11,68.47,4511712
Wed,9/20/17,67.81,68.28,67.81,68.27,6880658
Tue,9/19/17,67.76,67.86,67.7,67.77,7379255
Mon,9/18/17,67.47,67.77,67.42,67.71,6331865
Fri,9/15/17,67.1,67.36,66.95,67.33,10295667
Thu,9/14/17,66.64,67.07,66.55,67.05,7107442
Wed,9/13/17,66.78,66.83,66.59,66.73,5723782
Tue,9/12/17,66.66,66.85,66.55,66.83,7874982
Mon,9/11/17,66.19,66.53,66.19,66.51,8288485
Fri,9/8/17,65.4,66.04,65.3,65.94,8352028
Thu,9/7/17,65.63,65.72,65.33,65.72,14377700
Wed,9/6/17,65.65,65.8,65.52,65.58,20397564
Tue,9/5/17,66.01,66.08,65.37,65.52,16597572
Fri,9/1/17,66.27,66.45,66.18,66.18,15014267
Thu,8/31/17,66.03,66.26,65.91,66.12,8940141
Wed,8/30/17,65.68,65.93,65.54,65.9,5656301
Tue,8/29/17,64.95,65.69,64.79,65.63,8438155
Mon,8/28/17,65.34,65.41,65.07,65.16,6211186
Fri,8/25/17,65.19,65.44,65.11,65.2,8123508
Thu,8/24/17,65.25,65.27,64.86,64.89,8197139
Wed,8/23/17,65.44,65.44,65.09,65.09,7275405
Tue,8/22/17,65.14,65.77,65.14,65.71,6790907
Mon,8/21/17,64.93,65.01,64.67,64.96,7710441
Fri,8/18/17,64.79,65.3,64.71,64.86,14609721
Thu,8/17/17,65.91,66.09,65.08,65.12,11146656
Wed,8/16/17,66.08,66.42,66.08,66.27,7998818
Tue,8/15/17,66.19,66.28,65.98,66.08,5233623
Mon,8/14/17,65.98,66.31,65.91,66.23,6916951
Fri,8/11/17,65.53,65.85,65.47,65.54,10872236
Thu,8/10/17,66.05,66.22,65.47,65.51,11160590
Wed,8/9/17,66.19,66.43,66.16,66.35,8373975
Tue,8/8/17,66.43,66.71,66.23,66.33,9459287
Mon,8/7/17,66.48,66.61,66.37,66.53,8027034
Fri,8/4/17,66.37,66.56,66.26,66.53,13196408
